code,ko,en,cn
3739036,약목면,Yangmok-myeon,若木面
3739037,기산면,Gisan-myeon,基山面
37400,예천군,Yecheon-gun,醴泉郡
3740011,예천읍,Yecheon-eup,醴泉邑
3740031,용문면,Yongmun-myeon,龍門面
3740032,상리면,Sangni-myeon,上里面
3740033,하리면,Hari-myeon,下里面
3740034,감천면,Gamcheon-myeon,甘泉面
3740035,보문면,Bomun-myeon,普門面
3740036,호명면,Homyeong-myeon,虎鳴面
3740037,유천면,Yucheon-myeon,柳川面
3740038,용궁면,Yonggung-myeon,龍宮面
3740039,개포면,Gaepo-myeon,開浦面
3740040,지보면,Jibo-myeon,知保面
3740041,풍양면,Pungyang-myeon,豊壤面
37410,봉화군,Bonghwa-gun,奉化郡
3741011,봉화읍,Bonghwa-eup,奉化邑
3741031,물야면,Murya-myeon,物野面
3741032,봉성면,Bongseong-myeon,鳳城面
3741033,법전면,Beopjeon-myeon,法田面
3741034,춘양면,Chunyang-myeon,春陽面
3741035,소천면,Socheon-myeon,小川面
3741036,석포면,Seokpo-myeon,石浦面
3741037,재산면,Jaesan-myeon,才山面
3741038,명호면,Myeongho-myeon,明湖面
3741039,상운면,Sangun-myeon,詳雲面
37420,울진군,Uljin-gun,蔚珍郡
3742011,울진읍,Uljin-eup,蔚珍邑
3742012,평해읍,Pyeonghae-eup,平海邑
3742031,북면,Buk-myeon,北面
3742032,서면,Seo-myeon,西面
3742033,근남면,Geunnam-myeon,近南面
3742034,원남면,Wonnam-myeon,遠南面
3742035,기성면,Giseong-myeon,箕城面
3742036,온정면,Onjeong-myeon,溫井面
3742037,죽변면,Jukbyeon-myeon,竹邊面
3742038,후포면,Hupo-myeon,厚浦面
37430,울릉군,Ulleung-gun,鬱陵郡
3743011,울릉읍,Ulleung-eup,鬱陵邑
3743031,서면,Seo-myeon,西面
3743032,북면,Buk-myeon,北面
38,경상남도,Gyeongsangnam-do,慶尙南道
38010,창원시,Changwon-si,昌原市
3801011,동읍,Dong-eup,東邑
3801031,북면,Buk-myeon,北面
3801032,대산면,Daesan-myeon,大山面
3801051,의창동,Uichang-dong,義昌洞
3801052,팔룡동,Pallyong-dong,八龍洞
3801053,명곡동,Myeonggok-dong,明谷洞
3801054,봉림동,Bongnim-dong,鳳林洞
3801055,반송동,Bansong-dong,盤松洞
3801056,중앙동,Jungang-dong,中央洞
3801057,용지동,Yongji-dong,龍池洞
3801058,상남동,Sangnam-dong,上南洞
3801059,사파동,Sapa-dong,沙巴洞
3801060,가음정동,Gaeumjeong-dong,加音丁洞
3801061,성주동,Seongju-dong,聖住洞
3801062,웅남동,Ungnam-dong,熊南洞
38020,마산시,Masan-si,馬山市
3802011,내서읍,Naeseo-eup,內西邑
3802031,구산면,Gusan-myeon,龜山面
3802032,진동면,Jindong-myeon,鎭東面
3802033,진북면,Jinbuk-myeon,鎭北面
3802034,진전면,Jinjeon-myeon,鎭田面
3802051,현동,Hyeon-dong,縣洞
3802052,가포동,Gapo-dong,架浦洞
3802053,월영동,Woryeong-dong,月影洞
3802054,문화동,Munhwa-dong,文化洞
3802055,반월동,Banwol-dong,半月洞
3802056,중앙동,Jungang-dong,中央洞
3802057,완월동,Wanwol-dong,玩月洞
3802058,자산동,Jasan-dong,玆山洞
3802059,동서동,Dongseo-dong,東西洞
3802060,성호동,Seongho-dong,城湖洞
3802061,교방동,Gyobang-dong,校坊洞
3802062,노산동,Nosan-dong,鷺山洞
3802063,오동동,Odong-dong,午東洞
3802064,합포동,Happo-dong,合浦洞
3802065,산호동,Sanho-dong,山湖洞
3802066,회원1동,Hoewon 1(il)-dong,檜原1洞
3802067,회원2동,Hoewon 2(i)-dong,檜原2洞
3802068,석전1동,Seokjeon 1(il)-dong,石田1洞
3802069,석전2동,Seokjeon 2(i)-dong,石田2洞
3802070,회성동,Hoeseong-dong,檜城洞
3802071,양덕1동,Yangdeok 1(il)-dong,陽德1洞
3802072,양덕2동,Yangdeok 2(i)-dong,陽德2洞
3802073,합성1동,Hapseong 1(il)-dong,合城1洞
3802074,합성2동,Hapseong 2(i)-dong,合城2洞
3802075,구암1동,Guam 1(il)-dong,龜岩1洞
3802076,구암2동,Guam 2(i)-dong,龜岩2洞
3802077,봉암동,Bongam-dong,鳳岩洞
38030,진주시,Jinju-si,晉州市
3803011,문산읍,Munsan-eup,文山邑
3803031,내동면,Naedong-myeon,奈洞面
3803032,정촌면,Jeongchon-myeon,井村面
3803033,금곡면,Geumgok-myeon,金谷面
3803034,진성면,Jinseong-myeon,晉城面
3803035,일반성면,Ilbanseong-myeon,一班城面
3803036,이반성면,Ibanseong-myeon,二班城面
3803037,사봉면,Sabong-myeon,寺奉面
3803038,지수면,Jisu-myeon,智水面
3803039,대곡면,Daegok-myeon,大谷面
3803040,금산면,Geumsan-myeon,琴山面
3803041,집현면,Jiphyeon-myeon,集賢面
3803042,미천면,Micheon-myeon,美川面
3803043,명석면,Myeongseok-myeon,鳴石面
3803044,대평면,Daepyeong-myeon,大坪面
3803045,수곡면,Sugok-myeon,水谷面
3803051,망경동,Manggyeong-dong,望京洞
3803052,강남동,Gangnam-dong,江南洞
3803053,칠암동,Chiram-dong,七岩洞
3803054,성지동,Seongji-dong,城址洞
3803055,중앙동,Jungang-dong,中央洞
3803056,봉안동,Bongan-dong,鳳安洞
3803057,상봉동동,Sangbongdong-dong,上鳳東洞
3803058,상봉서동,Sangbongseo-dong,上鳳西洞
3803059,봉수동,Bongsu-dong,蓬水洞
3803060,옥봉동,Okbong-dong,玉峰洞
3803061,상대1동,Sangdae 1(il)-dong,上大1洞
3803062,상대2동,Sangdae 2(i)-dong,上大2洞
3803063,하대1동,Hadae 1(il)-dong,下大1洞
3803064,하대2동,Hadae 2(i)-dong,下大2洞
3803065,상평동,Sangpyeong-dong,上平洞
3803066,초장동,Chojang-dong,草長洞
3803067,평거동,Pyeonggeo-dong,平居洞
3803068,신안동,Sinan-dong,新安洞
3803069,이현동,Ihyeon-dong,二峴洞
3803070,판문동,Panmun-dong,板門洞
3803071,가호동,Gahoe-dong,加虎洞
38040,진해시,Jinhae-si,鎭海市
3804051,중앙동,Jungang-dong,中央洞
3804052,태평동,Taepyeong-dong,太平洞
3804053,충무동,Chungmu-dong,忠武洞
3804054,여좌동,Yeojwa-dong,餘佐洞
3804055,태백동,Taebaek-dong,太白洞
3804056,경화동,Gyeonghwa-dong,慶和洞
3804057,병암동,Byeongam-dong,屛岩洞
3804058,석동,Seok-dong,石洞
3804059,이동,I-dong,泥洞
3804060,자은동,Jaeun-dong,自隱洞
3804061,덕산동,Deoksan-dong,德山洞
3804062,풍호동,Pungho-dong,豊湖洞
3804064,웅천동,Ungcheon-dong,熊川洞
3804065,웅동1동,Ungdong 1(il)-dong,熊東1洞
3804066,웅동2동,Ungdong 2(i)-dong,熊東2洞
38050,통영시,Tongyeong-si,統營市
3805011,산양읍,Sanyang-eup,山陽邑
3805031,용남면,Yongnam-myeon,龍南面
3805032,도산면,Dosan-myeon,道山面
3805033,광도면,Gwangdo-myeon,光道面
3805034,욕지면,Yokji-myeon,欲知面
3805035,한산면,Hansan-myeon,閑山面
3805036,사량면,Saryang-myeon,蛇梁面
3805051,도천동,Docheon-dong,道泉洞
3805052,명정동,Myeongjeong-dong,明井洞
3805053,중앙동,Jungang-dong,中央洞
3805054,정량동,Jeongnyang-dong,貞梁洞
3805055,북신동,Buksin-dong,北新洞
3805056,무전동,Mujeon-dong,霧田洞
3805057,인평동,Inpyeong-dong,仁平洞
3805058,미수1동,Misu 1(il)-dong,美修1洞
3805059,미수2동,Misu 2(i)-dong,美修2洞
3805060,봉평동,Bongpyeong-dong,鳳平洞
3805061,도남동,Donam-dong,道南洞
38060,사천시,Sacheon-si,泗川市
3806011,사천읍,Sacheon-eup,泗川邑
3806031,정동면,Jeongdong-myeon,正東面
3806032,사남면,Sanam-myeon,泗南面
3806033,용현면,Yonghyeon-myeon,龍見面
3806034,축동면,Chukdong-myeon,杻東面
3806035,곤양면,Gonyang-myeon,昆陽面
3806036,곤명면,Gonmyeong-myeon,昆明面
3806037,서포면,Seopo-myeon,西浦面
3806051,동서동,Dongseo-dong,東西洞
3806052,선구동,Seongu-dong,仙龜洞
3806053,동서금동,Dongseogeum-dong,東西錦洞
3806055,벌룡동,Beollyong-dong,閥龍洞
3806057,향촌동,Hyangchon-dong,香村洞
3806059,남양동,Namyang-dong,南陽洞
38070,김해시,Gimhae-si,金海市
3807011,진영읍,Jinyeong-eup,進永邑
3807031,장유면,Jangyu-myeon,長有面
3807032,주촌면,Juchon-myeon,酒村面
3807033,진례면,Jillye-myeon,進禮面
3807034,한림면,Hallim-myeon,翰林面
3807035,생림면,Saengnim-myeon,生林面
3807036,상동면,Sangdong-myeon,上東面
3807037,대동면,Daedong-myeon,大東面
3807051,동상동,Dongsang-dong,東上洞
3807052,회현동,Hoehyeon-dong,會峴洞
3807053,부원동,Buwon-dong,府院洞
3807054,내외동,Naeoe-dong,府院洞
3807055,북부동,Bukbu-dong,北部洞
3807056,칠산서부동,Chilsanseobu-dong,七山西部洞
3807058,활천동,Hwalcheon-dong,活川洞
3807059,삼안동,Saman-dong,三安洞
3807060,불암동,Buram-dong,佛岩洞
38080,밀양시,Miryang-si,密陽市
3808011,삼랑진읍,Samnangjin-eup,三浪津邑
3808012,하남읍,Hanam-eup,下南邑
3808031,부북면,Bubuk-myeon,府北面
3808032,상동면,Sangdong-myeon,上東面
3808033,산외면,Sanoe-myeon,山外面
3808034,산내면,Sannae-myeon,山內面
3808035,단장면,Danjang-myeon,丹場面
3808036,상남면,Sangnam-myeon,上南面
3808037,초동면,Chodong-myeon,初同面
3808038,무안면,Muan-myeon,武安面
3808039,청도면,Cheongdo-myeon,淸道面
3808051,내일동,Naeil-dong,內一洞
3808052,내이동,Naei-dong,內二洞
3808053,교동,Gyo-dong,校洞
3808054,삼문동,Sammun-dong,三門洞
3808055,가곡동,Gagok-dong,駕谷洞
38090,거제시,Geoje-si,巨濟市
3809031,일운면,Irun-myeon,一運面
3809032,동부면,Dongbu-myeon,東部面
3809033,남부면,Nambu-myeon,南部面
3809034,거제면,Geoje-myeon,巨濟面
3809035,둔덕면,Dundeok-myeon,屯德面
3809036,사등면,Sadeung-myeon,沙等面
3809037,연초면,Yeoncho-myeon,延草面
3809038,하청면,Hacheong-myeon,河淸面
3809039,장목면,Jangmok-myeon,長木面
3809051,장승포동,Jangseungpo-dong,長承浦洞
3809052,마전동,Majeon-dong,麻田洞
3809053,능포동,Neungpo-dong,菱浦洞
3809054,아주동,Aju-dong,鵝州洞
3809055,옥포1동,Okpo 1(il)-dong,玉浦1洞
3809056,옥포2동,Okpo 2(i)-dong,玉浦2洞
3809057,장평동,Jangpyeong-dong,長坪洞
3809058,고현동,Gohyeon-dong,古縣洞
3809059,상문동,Sangmun-dong,上門洞
3809060,수양동,Suyang-dong,水良洞
38100,양산시,Yangsan-si,梁山市
3810012,물금읍,Mulgeum-eup,勿禁邑
3810031,동면,Dong-myeon,東面
3810032,원동면,Wondong-myeon,院東面
3810033,상북면,Sangbuk-myeon,上北面
3810034,하북면,Habuk-myeon,下北面
3810052,삼성동,Samseong-dong,三城洞
3810053,강서동,Gangseo-dong,江西洞
3810054,서창동,Seochang-dong,西倉洞
3810055,소주동,Soju-dong,召周洞
3810056,평산동,Pyeongsan-dong,平山洞
3810057,덕계동,Deokgye-dong,德溪洞
3810058,중앙동,Jungang-dong,中央洞
3810059,양주동,Yangju-dong,
38310,의령군,Uiryeong-gun,宜寧郡
3831011,의령읍,Uiryeong-eup,宜寧邑
3831031,가례면,Garye-myeon,嘉禮面
3831032,칠곡면,Chilgok-myeon,七谷面
3831033,대의면,Daeui-myeon,大義面
3831034,화정면,Hwajeong-myeon,華正面
3831035,용덕면,Yongdeok-myeon,龍德面
3831036,정곡면,Jeonggok-myeon,正谷面
3831037,지정면,Jijeong-myeon,芝正面
3831038,낙서면,Nakseo-myeon,洛西面
3831039,부림면,Burim-myeon,富林面
3831040,봉수면,Bongsu-myeon,鳳樹面
3831041,궁류면,Gungnyu-myeon,宮柳面
3831042,유곡면,Yugok-myeon,柳谷面
38320,함안군,Haman-gun,咸安郡
3832011,가야읍,Gaya-eup,伽倻邑
3832031,함안면,Haman-myeon,咸安面
3832032,군북면,Gunbuk-myeon,郡北面
3832033,법수면,Beopsu-myeon,法守面
3832034,대산면,Daesan-myeon,代山面
3832035,칠서면,Chilseo-myeon,漆西面
3832036,칠북면,Chilbuk-myeon,漆北面
3832037,칠원면,Chirwon-myeon,漆原面
3832038,산인면,Sanin-myeon,山仁面
3832039,여항면,Yeohang-myeon,艅航面
38330,창녕군,Changnyeong-gun,昌寧郡
3833011,창녕읍,Changnyeong-eup,昌寧邑
3833012,남지읍,Namji-eup,南旨邑
3833031,고암면,Goam-myeon,高岩面
3833032,성산면,Seongsan-myeon,城山面
3833033,대합면,Daehap-myeon,大合面
3833034,이방면,Ibang-myeon,梨房面
3833035,유어면,Yueo-myeon,遊漁面
3833036,대지면,Daeji-myeon,大池面
3833037,계성면,Gyeseong-myeon,桂城面
3833038,영산면,Yeongsan-myeon,靈山面
3833039,장마면,Jangma-myeon,丈麻面
3833040,도천면,Docheon-myeon,都泉面
3833041,길곡면,Gilgok-myeon,吉谷面
3833042,부곡면,Bugok-myeon,釜谷面
38340,고성군,Goseong-gun,固城郡
3834011,고성읍,Goseong-eup,固城邑
3834031,삼산면,Samsan-myeon,三山面
3834032,하일면,Hail-myeon,下一面
3834033,하이면,Hai-myeon,下二面
3834034,상리면,Sangni-myeon,上里面
3834035,대가면,Daega-myeon,大可面
3834036,영현면,Yeonghyeon-myeon,永縣面
3834037,영오면,Yeongo-myeon,永吾面
3834038,개천면,Gaecheon-myeon,介川面
3834039,구만면,Guman-myeon,九萬面
3834040,회화면,Hoehwa-myeon,會華面
3834041,마암면,Maam-myeon,馬岩面
3834042,동해면,Donghae-myeon,東海面
3834043,거류면,Georyu-myeon,巨流面
38350,남해군,Namhae-gun,南海郡
3835011,남해읍,Namhae-eup,南海邑
3835031,이동면,Idong-myeon,二東面
3835032,상주면,Sangju-myeon,尙州面
3835033,삼동면,Samdong-myeon,三東面
3835034,미조면,Mijo-myeon,彌助面
3835035,남면,Nam-myeon,南面
3835036,서면,Seo-myeon,西面
3835037,고현면,Gohyeon-myeon,古縣面
3835038,설천면,Seolcheon-myeon,雪川面
3835039,창선면,Changseon-myeon,昌善面
38360,하동군,Hadong-gun,河東郡
3836011,하동읍,Hadong-eup,河東邑
3836031,화개면,Hwagae-myeon,花開面
3836032,악양면,Agyang-myeon,岳陽面
3836033,적량면,Jeongnyang-myeon,赤良面
3836034,횡천면,Hoengcheon-myeon,橫川面
3836035,고전면,Gojeon-myeon,古田面
3836036,금남면,Geumnam-myeon,金南面
3836037,금성면,Geumseong-myeon,金星面
3836038,진교면,Jingyo-myeon,辰橋面
3836039,양보면,Yangbo-myeon,良甫面
3836040,북천면,Bukcheon-myeon,北川面
3836041,청암면,Cheongam-myeon,靑岩面
3836042,옥종면,Okjong-myeon,玉宗面
38370,산청군,Sancheong-gun,山淸郡
3837011,산청읍,Sancheong-eup,山淸邑
3837031,차황면,Chahwang-myeon,車黃面
3837032,오부면,Obu-myeon,梧釜面
3837033,생초면,Saengcho-myeon,生草面
3837034,금서면,Geumseo-myeon,今西面
3837035,삼장면,Samjang-myeon,三壯面
3837036,시천면,Sicheon-myeon,矢川面
3837037,단성면,Danseong-myeon,丹城面
3837038,신안면,Sinan-myeon,新安面
3837039,생비량면,Saengbiryang-myeon,生比良面
3837040,신등면,Sindeung-myeon,新等面
38380,함양군,Hamyang-gun,咸陽郡
3838011,함양읍,Hamyang-eup,咸陽邑
3838031,마천면,Macheon-myeon,馬川面
3838032,휴천면,Hyucheon-myeon,休川面
3838033,유림면,Yurim-myeon,柳林面
3838034,수동면,Sudong-myeon,水東面
3838035,지곡면,Jigok-myeon,池谷面
3838036,안의면,Anui-myeon,安義面
3838037,서하면,Seoha-myeon,西下面
3838038,서상면,Seosang-myeon,西上面
3838039,백전면,Baekjeon-myeon,栢田面
3838040,병곡면,Byeonggok-myeon,甁谷面
38390,거창군,Geochang-gun,居昌郡
3839011,거창읍,Geochang-eup,居昌邑
3839031,주상면,Jusang-myeon,主尙面
3839032,웅양면,Ungyang-myeon,熊陽面
3839033,고제면,Goje-myeon,高梯面
3839034,북상면,Buksang-myeon,北上面
3839035,위천면,Wicheon-myeon,渭川面
3839036,마리면,Mari-myeon,馬利面
3839037,남상면,Namsang-myeon,南上面
3839038,남하면,Namha-myeon,南下面
3839039,신원면,Sinwon-myeon,神院面
3839040,가조면,Gajo-myeon,加祚面
3839041,가북면,Gabuk-myeon,加北面
38400,합천군,Hapcheon-gun,陜川郡
3840011,합천읍,Hapcheon-eup,陜川邑
3840031,봉산면,Bongsan-myeon,鳳山面
3840032,묘산면,Myosan-myeon,妙山面
3840033,가야면,Gaya-myeon,伽倻面
3840034,야로면,Yaro-myeon,冶爐面
3840035,율곡면,Yulgok-myeon,栗谷面
3840036,초계면,Chogye-myeon,草溪面
3840037,쌍책면,Ssangchaek-myeon,雙冊面
3840038,덕곡면,Deokgok-myeon,德谷面
3840039,청덕면,Cheongdeok-myeon,靑德面
3840040,적중면,Jeokjung-myeon,赤中面
3840041,대양면,Daeyang-myeon,大陽面
3840042,쌍백면,Ssangbaek-myeon,雙栢面
3840043,삼가면,Samga-myeon,三嘉面
3840044,가회면,Gahoe-myeon,佳會面
3840045,대병면,Daebyeong-myeon,大幷面
3840046,용주면,Yongju-myeon,龍洲面
39,제주특별자치도,Jeju,濟州特別自治道
39010,제주시,Jeju-si,濟州市
3901011,한림읍,Hallim-eup,翰林邑
3901012,애월읍,Aewol-eup,涯月邑
3901013,구좌읍,Gujwa-eup,舊左邑
3901014,조천읍,Jocheon-eup,朝天邑
3901031,한경면,Hangyeong-myeon,翰京面
3901032,추자면,Chuja-myeon,楸子面
3901033,우도면,Udo-myeon,牛島面
3901051,일도1동,Ildo 1(il)-dong,一徒1洞
3901052,일도2동,Ildo 2(i)-dong,一徒2洞
3901053,이도1동,Ido 1(il)-dong,二徒1洞
3901054,이도2동,Ido 2(i)-dong,二徒2洞
3901055,삼도1동,Samdo 1(il)-dong,三徒1洞
3901056,삼도2동,Samdo 2(i)-dong,三徒2洞
3901057,용담1동,Yongdam 1(il)-dong,龍潭1洞
3901058,용담2동,Yongdam 2(i)-dong,龍潭2洞
3901059,건입동,Geonip-dong,健入洞
3901060,화북동,Hwabuk-dong,禾北洞
3901061,삼양동,Samyang-dong,三陽洞
3901062,봉개동,Bonggae-dong,奉蓋洞
3901063,아라동,Ara-dong,我羅洞
3901064,오라동,Ora-dong,吾羅洞
3901065,연동,Yeon-dong,蓮洞
3901066,노형동,Nohyeong-dong,老衡洞
3901067,외도동,Oedo-dong,外都洞
3901068,이호동,Iho-dong,梨湖洞
3901069,도두동,Dodu-dong,道頭洞
39020,서귀포시,Seogwipo-si,西歸浦市
3902011,대정읍,Daejeong-eup,大靜邑
3902012,남원읍,Namwon-eup,南元邑
3902013,성산읍,Seongsan-eup,城山邑
3902031,안덕면,Andeok-myeon,安德面
3902032,표선면,Pyoseon-myeon,表善面
3902051,송산동,Songsan-dong,松山洞
3902052,정방동,Jeongbang-dong,正方洞
3902053,중앙동,Jungang-dong,中央洞
3902054,천지동,Cheonji-dong,天池洞
3902055,효돈동,Hyodon-dong,孝敦洞
3902056,영천동,Yeongcheon-dong,靈泉洞
3902057,동홍동,Donghong-dong,東烘洞
3902058,서홍동,Seohong-dong,西烘洞
3902059,대륜동,Daeryun-dong,大倫洞
3902060,대천동,Daecheon-dong,大川洞
3902061,중문동,Jungmun-dong,中文洞
3902062,예래동,Yerae-dong,猊來洞
