code,ko,en,cn
2401063,지산2동,Jisan 2(i)-dong,芝山2洞
2401064,서남동,Seonam-dong,瑞南洞
2401068,학동,Hak-dong,鶴洞
2401071,학운동,Hagun-dong,鶴雲洞
2401072,지원1동,Jiwon 1(il)-dong,池元1洞
2401073,지원2동,Jiwon 2(i)-dong,池元2洞
24020,서구,Seo-gu,西區
2402051,양동,Yang-dong,良洞
2402053,양3동,Yang 3(sam)-dong,良3洞
2402054,농성1동,Nongseong 1(il)-dong,農城1洞
2402055,농성2동,Nongseong 2(i)-dong,農城2洞
2402056,광천동,Gwangcheon-dong,光川洞
2402057,유덕동,Yudeok-dong,柳德洞
2402066,치평동,Chipyeong-dong,治平洞
2402058,상무1동,Sangmu 1(il)-dong,尙武1洞
2402059,상무2동,Sangmu 2(i)-dong,尙武2洞
2402060,화정1동,Hwajeong 1(il)-dong,花亭1洞
2402061,화정2동,Hwajeong 2(i)-dong,花亭2洞
2402062,화정3동,Hwajeong 3(sam)-dong,花亭3洞
2402063,화정4동,Hwajeong 4(sa)-dong,花亭4洞
2402064,서창동,Seochang-dong,西倉洞
2402068,금호1동,Geumho 1(il)-dong,金湖1洞
2402069,금호2동,Geumho 2(i)-dong,金湖2洞
2402067,풍암동,Pungam-dong,豊岩洞
24030,남구,Nam-gu,南區
2403051,양림동,Yangnim-dong,楊林洞
2403052,방림1동,Bangnim 1(il)-dong,芳林1洞
2403053,방림2동,Bangnim 2(i)-dong,芳林2洞
2403054,사직동,Sajik-dong,社稷洞
2403057,월산동,Wolsan-dong,月山洞
2403060,월산4동,Wolsan 4(sa)-dong,月山4洞
2403061,월산5동,Wolsan 5(o)-dong,月山5洞
2403062,백운1동,Baegun 1(il)-dong,白雲1洞
2403063,백운2동,Baegun 2(i)-dong,白雲2洞
2403064,주월1동,Juwol 1(il)-dong,珠月1洞
2403065,주월2동,Juwol 2(i)-dong,珠月2洞
2403066,효덕동,Hyodeok-dong,孝德洞
2403067,송암동,Songam-dong,松岩洞
2403068,봉선1동,Bongseon 1(il)-dong,鳳仙1洞
2403069,봉선2동,Bongseon 2(i)-dong,鳳仙2洞
2403070,대촌동,Daechon-dong,大村洞
24040,북구,Buk-gu,北區
2404051,중흥1동,Jungheung 1(il)-dong,中興1洞
2404052,중흥2동,Jungheung 2(i)-dong,中興2洞
2404053,중흥3동,Jungheung 3(sam)-dong,中興3洞
2404054,중앙동,Jungang-dong,中央洞
2404055,임동,Im-dong,林洞
2404056,신안동,Sinan-dong,新安洞
2404057,용봉동,Yongbong-dong,龍鳳洞
2404058,운암1동,Unam 1(il)-dong,雲岩1洞
2404059,운암2동,Unam 2(i)-dong,雲岩2洞
2404060,운암3동,Unam 3(sam)-dong,雲岩3洞
2404061,동림동,Dongnim-dong,東林洞
2404062,우산동,Usan-dong,牛山洞
2404063,풍향동,Punghyang-dong,豊鄕洞
2404064,문화동,Munhwa-dong,文化洞
2404065,문흥1동,Munheung 1(il)-dong,文興1洞
2404066,문흥2동,Munheung 2(i)-dong,文興2洞
2404067,두암1동,Duam 1(il)-dong,斗岩1洞
2404068,두암2동,Duam 2(i)-dong,斗岩2洞
2404069,두암3동,Duam 3(sam)-dong,斗岩3洞
2404070,삼각동,Samgak-dong,三角洞
2404078,일곡동,Ilgok-dong,日谷洞
2404071,매곡동,Maegok-dong,梅谷洞
2404072,오치1동,Ochi 1(il)-dong,梧峙1洞
2404073,오치2동,Ochi 2(i)-dong,梧峙2洞
2404074,석곡동,Seokgok-dong,石谷洞
2404077,건국동,Geonguk-dong,建國洞
24050,광산구,Gwangsan-gu,光山區
2405051,송정1동,Songjeong 1(il)-dong,松汀1洞
2405052,송정2동,Songjeong 2(i)-dong,松汀2洞
2405054,도산동,Dosan-dong,道山洞
2405055,신흥동,Sinheung-dong,魚龍洞
2405056,어룡동,Eoryong-dong,牛山洞
2405058,우산동,Usan-dong,牛山洞
2405059,월곡1동,Wolgok 1(il)-dong,月谷1洞
2405060,월곡2동,Wolgok 2(i)-dong,月谷2洞
2405061,비아동,Bia-dong,飛鴉洞
2405069,첨단1동,Cheomdan 1(il)-dong,尖端1洞
2405070,첨단2동,Cheomdan 2(i)-dong,尖端2洞
2405072,신가동,Singa-dong,新佳洞
2405073,신창동,Sinchang-dong,新昌洞
2405071,운남동,Unnam-dong,雲南洞
2405063,하남동,Hanam-dong,河南洞
2405064,임곡동,Imgok-dong,林谷洞
2405065,동곡동,Donggok-dong,東谷洞
2405066,평동,Pyeong-dong,平洞
2405067,삼도동,Samdo-dong,三道洞
2405068,본량동,Bolyang-dong,本良洞
25,대전광역시,Daejeon,大田廣域市
25010,동구,Dong-gu,東區
2501053,효동,Hyo-dong,孝洞
2501055,판암1동,Panam 1(il)-dong,板岩1洞
2501056,판암2동,Panam 2(i)-dong,板岩2洞
2501057,용운동,Yongun-dong,龍雲洞
2501060,자양동,Jayang-dong,紫陽洞
2501063,가양1동,Gayang 1(il)-dong,佳陽1洞
2501064,가양2동,Gayang 2(i)-dong,佳陽2洞
2501065,용전동,Yongjeon-dong,龍田洞
2501068,홍도동,Hongdo-dong,弘道洞
2501073,대청동,Daecheong-dong,大淸洞
2501075,산내동,Sannae-dong,山內洞
2501076,중앙동,Jungang-dong,中央洞
2501077,신인동,Sinin-dong,新仁洞
2501078,대동,Dae-dong,大洞
2501079,성남동,Seongnam-dong,城南洞
2501080,삼성동,Samseong-dong,三省洞
25020,중구,Jung-gu,中區
2502051,은행선화동,Eunhaengseonhwa-dong,銀杏宣化洞
2502053,목동,Mok-dong,牧洞
2502054,중촌동,Jungchon-dong,中村洞
2502055,대흥동,Daeheung-dong,大興洞
2502056,문창동,Munchang-dong,文昌洞
2502057,석교동,Seokgyo-dong,石橋洞
2502058,대사동,Daesa-dong,大寺洞
2502059,부사동,Busa-dong,芙沙洞
2502060,용두동,Yongdu-dong,龍頭洞
2502062,오류동,Oryu-dong,五柳洞
2502063,태평1동,Taepyeong 1(il)-dong,太平1洞
2502064,태평2동,Taepyeong 2(i)-dong,太平2洞
2502065,유천1동,Yucheon 1(il)-dong,柳川1洞
2502066,유천2동,Yucheon 2(i)-dong,柳川2洞
2502067,문화1동,Munhwa 1(il)-dong,文化1洞
2502068,문화2동,Munhwa 2(i)-dong,文化2洞
2502069,산성동,Sanseong-dong,山城洞
25030,서구,Seo-gu,西區
2503051,복수동,Boksu-dong,福守洞
2503052,도마1동,Doma 1(il)-dong,桃馬1洞
2503053,도마2동,Doma 2(i)-dong,桃馬2洞
2503054,정림동,Jeongnim-dong,正林洞
2503055,변동,Byeon-dong,邊洞
2503056,용문동,Yongmun-dong,龍汶洞
2503057,탄방동,Tanbang-dong,炭坊洞
2503059,둔산1동,Dunsan 1(il)-dong,屯山1洞
2503060,둔산2동,Dunsan 2(i)-dong,屯山2洞
2503061,괴정동,Goejeong-dong,槐亭洞
2503062,가장동,Gajang-dong,佳狀洞
2503063,내동,Nae-dong,內洞
2503064,갈마1동,Galma 1(il)-dong,葛馬1洞
2503065,갈마2동,Galma 2(i)-dong,葛馬2洞
2503066,월평1동,Wolpyeong 1(il)-dong,月平1洞
2503067,월평2동,Wolpyeong 2(i)-dong,月平2洞
2503068,월평3동,Wolpyeong 3(sam)-dong,月平3洞
2503069,만년동,Mannyeon-dong,萬年洞
2503070,가수원동,Gasuwon-dong,佳水院洞
2503072,관저1동,Gwanjeo 1(il)-dong,關雎1洞
2503073,관저2동,Gwanjeo 2(i)-dong,關雎2洞
2503071,기성동,Giseong-dong,杞城洞
2503074,둔산3동,Dunsan 3(sam)-dong,屯山3洞
25040,유성구,Yuseong-gu,儒城區
2504051,진잠동,Jinjam-dong,鎭岑洞
2504053,온천1동,Oncheon 1(il)-dong,溫泉1洞
2504054,온천2동,Oncheon 2(i)-dong,溫泉2洞
2504055,신성동,Sinseong-dong,新城洞
2504057,전민동,Jeonmin-dong,田民洞
2504058,구즉동,Gujeuk-dong,九則洞
2504059,노은1동,Noeun 1(il)-dong,老隱1洞
2504060,노은2동,Noeun 2(i)-dong,老隱2洞
25050,대덕구,Daedeok-gu,大德區
2505051,오정동,Ojeong-dong,梧井洞
2505052,대화동,Daehwa-dong,大禾洞
2505053,회덕동,Hoedeok-dong,懷德洞
2505054,비래동,Birae-dong,比來洞
2505062,송촌동,Songchon-dong,宋村洞
2505055,중리동,Jungni-dong,中里洞
2505056,법1동,Beop 1(il)-dong,法1洞
2505057,법2동,Beop 2(i)-dong,法2洞
2505058,신탄진동,Sintanjin-dong,新灘津洞
2505059,석봉동,Seokbong-dong,石峰洞
2505060,덕암동,Deogam-dong,德岩洞
2505061,목상동,Moksang-dong,木上洞
26,울산광역시,Ulsan,蔚山廣域市
26010,중구,Jung-gu,中區
2601051,학성동,Hakseong-dong,鶴城洞
2601052,반구1동,Bangu 1(il)-dong,伴鷗1洞
2601053,반구2동,Bangu 2(i)-dong,伴鷗2洞
2601054,복산1동,Boksan 1(il)-dong,福山1洞
2601055,복산2동,Boksan 2(i)-dong,福山2洞
2601056,북정동,Bukjeong-dong,北亭洞
2601059,우정동,Ujeong-dong,牛亭洞
2601060,태화동,Taehwa-dong,太和洞
2601061,다운동,Daun-dong,茶雲洞
2601062,병영1동,Byeongyeong 1(il)-dong,兵營1洞
2601063,병영2동,Byeongyeong 2(i)-dong,兵營2洞
2601064,약사동,Yaksa-dong,藥泗洞
2601065,중앙동,Jungang-dong,中央洞
26020,남구,Nam-gu,南區
2602051,신정1동,Sinjeong 1(il)-dong,新亭1洞
2602052,신정2동,Sinjeong 2(i)-dong,新亭2洞
2602053,신정3동,Sinjeong 3(sam)-dong,新亭3洞
2602054,신정4동,Sinjeong 4(sa)-dong,新亭4洞
2602055,신정5동,Sinjeong 5(o)-dong,新亭5洞
2602056,달동,Dal-dong,達洞
2602057,삼산동,Samsan-dong,三山洞
2602058,삼호동,Samho-dong,三湖洞
2602059,무거동,Mugeo-dong,無去洞
2602060,옥동,Ok-dong,玉洞
2602061,야음장생포동,Yaeumjangsaengpo-dong,也音長生浦洞
2602062,대현동,Daehyeon-dong,大峴洞
2602063,수암동,Suam-dong,秀岩洞
2602064,선암동,Seonam-dong,仙岩洞
26030,동구,Dong-gu,東區
2603051,방어동,Bangeo-dong,方魚洞
2603052,일산동,Ilsan-dong,日山洞
2603053,화정동,Hwajeong-dong,華亭洞
2603054,대송동,Daesong-dong,大松洞
2603055,전하1동,Jeonha 1(il)-dong,田下1洞
2603058,남목1동,Nammok 1(il)-dong,南牧1洞
2603059,남목2동,Nammok 2(i)-dong,南牧2洞
2603060,남목3동,Nammok 3(sam)-dong,南牧3洞
2603061,전하2동,Jeonha 2(i)-dong,田下2洞
26040,북구,Buk-gu,北區
2604051,농소1동,Nongso 1(il)-dong,農所1洞
2604052,농소2동,Nongso 2(i)-dong,農所2洞
2604053,농소3동,Nongso 3(sam)-dong,農所3洞
2604054,강동동,Gangdong-dong,江東洞
2604056,효문동,Hyomun-dong,孝門洞
2604057,송정동,Songjeong-dong,松亭洞
2604058,양정동,Yangjeong-dong,楊亭洞
2604059,염포동,Yeompo-dong,鹽浦洞
26310,울주군,Ulju-gun,蔚州郡
2631011,온산읍,Onsan-eup,溫山邑
2631012,언양읍,Eonyang-eup,彦陽邑
2631013,온양읍,Onyang-eup,溫陽邑
2631014,범서읍,Beomseo-eup,凡西邑
2631031,서생면,Seosaeng-myeon,西生面
2631033,청량면,Cheongnyang-myeon,靑良面
2631034,웅촌면,Ungchon-myeon,熊村面
2631036,두동면,Dudong-myeon,斗東面
2631037,두서면,Duseo-myeon,斗西面
2631038,상북면,Sangbuk-myeon,上北面
2631039,삼남면,Samnam-myeon,三南面
2631040,삼동면,Samdong-myeon,三東面
31,경기도,Gyeonggi-do,京畿道
31010,수원시,Suwon-si,水原市
31011,장안구,Jangan-gu,長安區
3101154,파장동,Pajang-dong,芭長洞
3101155,율천동,Yulcheon-dong,栗泉洞
3101156,정자1동,Jeongja 1(il)-dong,亭子1洞
3101157,정자2동,Jeongja 2(i)-dong,亭子2洞
3101162,정자3동,Jeongja 3(sam)-dong,亭子3洞
3101158,영화동,Yeonghwa-dong,迎華洞
3101159,송죽동,Songjuk-dong,松竹洞
3101160,조원1동,Jowon 1(il)-dong,棗園1洞
3101163,조원2동,Jowon 2(i)-dong,棗園2洞
3101161,연무동,Yeonmu-dong,鍊武洞
31012,권선구,Gwonseon-gu,勸善區
3101252,세류1동,Seryu 1(il)-dong,細柳1洞
3101253,세류2동,Seryu 2(i)-dong,細柳2洞
3101254,세류3동,Seryu 3(sam)-dong,細柳3洞
3101255,평동,Pyeong-dong,坪洞
3101256,서둔동,Seodun-dong,西屯洞
3101257,구운동,Guun-dong,區雲洞
3101263,금호동,Geumho-dong,金好洞
3101260,권선1동,Gwonseon 1(il)-dong,勸善1洞
3101264,권선2동,Gwonseon 2(i)-dong,勸善2洞
3101261,곡선동,Gokseon-dong,谷善洞
3101262,입북동,Ipbuk-dong,笠北洞
31013,팔달구,Paldal-gu,八達區
3101367,매교동,Maegyo-dong,梅校洞
3101368,매산동,Maesan-dong,梅山洞
3101369,고등동,Godeung-dong,高等洞
3101370,화서1동,Hwaseo 1(il)-dong,華西1洞
3101371,화서2동,Hwaseo 2(i)-dong,華西2洞
3101372,행궁동,Haenggung-dong,行宮洞
3101353,지동,Ji-dong,池洞
3101354,우만1동,Uman 1(il)-dong,牛滿1洞
3101355,우만2동,Uman 2(i)-dong,牛滿2洞
3101356,인계동,Ingye-dong,仁溪東
31014,영통구,Yeongtong-gu,靈通區
3101451,매탄1동,Maetan 1(il)-dong,梅灘1洞
3101452,매탄2동,Maetan 2(i)-dong,梅灘2洞
3101453,매탄3동,Maetan 3(sam)-dong,梅灘3洞
3101454,매탄4동,Maetan 4(sa)-dong,梅灘4洞
3101455,원천동,Woncheon-dong,遠川洞
3101457,영통1동,Yeongtong 1(il)-dong,靈通1洞
3101458,영통2동,Yeongtong 2(i)-dong,靈通2洞
3101459,태장동,Taejang-dong,台章洞
31020,성남시,Seongnam-si,城南市
31021,수정구,Sujeong-gu,壽井區
3102151,신흥1동,Sinheung 1(il)-dong,新興1洞
3102152,신흥2동,Sinheung 2(i)-dong,新興2洞
3102153,신흥3동,Sinheung 3(sam)-dong,新興3洞
3102154,태평1동,Taepyeong 1(il)-dong,太平1洞
3102155,태평2동,Taepyeong 2(i)-dong,太平2洞
3102156,태평3동,Taepyeong 3(sam)-dong,太平3洞
3102157,태평4동,Taepyeong 4(sa)-dong,太平4洞
3102158,수진1동,Sujin 1(il)-dong,壽進1洞
3102159,수진2동,Sujin 2(i)-dong,壽進2洞
3102160,단대동,Dandae-dong,丹垈洞
3102161,산성동,Sanseong-dong,山城洞
3102162,양지동,Yangji-dong,陽地洞
3102163,복정동,Bokjeong-dong,福井洞
3102164,신촌동,Sinchon-dong,新村洞
3102165,고등동,Godeung-dong,高登洞
3102166,시흥동,Siheung-dong,始興洞
31022,중원구,Jungwon-gu,中院區
3102251,성남동,Seongnam-dong,城南洞
3102252,중동,Jung-dong,中洞
3102253,금광1동,Geumgwang 1(il)-dong,金光1洞
3102254,금광2동,Geumgwang 2(i)-dong,金光2洞
3102255,은행1동,Eunhaeng 1(il)-dong,銀行1洞
3102256,은행2동,Eunhaeng 2(i)-dong,銀行2洞
3102257,상대원1동,Sangdaewon 1(il)-dong,上大院1洞
3102258,상대원2동,Sangdaewon 2(i)-dong,上大院2洞
3102259,상대원3동,Sangdaewon 3(sam)-dong,上大院3洞
3102260,하대원동,Hadaewon-dong,下大院洞
3102261,도촌동,Dochon-dong,島村洞
31023,분당구,Bundang-gu,盆唐區
3102351,분당동,Bundang-dong,盆塘洞
3102352,수내3동,Sunae 3(sam)-dong,藪內3洞
3102353,수내1동,Sunae 1(il)-dong,藪內1洞
3102354,수내2동,Sunae 2(i)-dong,藪內2洞
3102355,정자2동,Jeongja 2(i)-dong,亭子2洞
3102356,정자3동,Jeongja 3(sam)-dong,亭子3洞
3102357,정자1동,Jeongja 1(il)-dong,亭子1洞
3102358,서현1동,Seohyeon 1(il)-dong,書峴1洞
3102359,서현2동,Seohyeon 2(i)-dong,書峴2洞
3102360,이매1동,Imae 1(il)-dong,二梅1洞
3102361,이매2동,Imae 2(i)-dong,二梅2洞
3102362,야탑1동,Yatap 1(il)-dong,野塔1洞
3102363,야탑3동,Yatap 3(sam)-dong,野塔3洞
3102364,야탑2동,Yatap 2(i)-dong,野塔2洞
3102367,구미동,Gumi-dong,九美洞
3102368,운중동,Unjung-dong,雲中洞
3102371,금곡동,Geumgok-dong,金谷洞
3102372,구미1동,Gumi 1(il)-dong,九美1洞
3102374,삼평동,Sampyeong-dong,三坪洞
3102375,판교동,Pangyo-dong,板橋洞
3102376,백현동,Baekhyeon-dong ,柏峴洞
31030,의정부시,Uijeongbu-si,議政府市
3103051,의정부1동,Uijeongbu 1(il)-dong,議政府1洞
3103052,의정부2동,Uijeongbu 2(i)-dong,議政府2洞
3103053,의정부3동,Uijeongbu 3(sam)-dong,議政府3洞
3103055,호원1동,Howon 1(il)-dong,虎院1洞
3103065,호원2동,Howon 2(i)-dong,虎院2洞
3103056,장암동,Jangam-dong,長岩洞
3103057,신곡1동,Singok 1(il)-dong,新谷1洞
3103058,신곡2동,Singok 2(i)-dong,新谷2洞
3103059,송산1동,Songsan 1(il)-dong,松山1洞
3103066,송산2동,Songsan 2(i)-dong,松山2洞
3103060,자금동,Jageum-dong,自金洞
3103061,가능1동,Ganeung 1(il)-dong,佳陵1洞
3103062,가능2동,Ganeung 2(i)-dong,佳陵2洞
3103063,가능3동,Ganeung 3(sam)-dong,佳陵3洞
3103064,녹양동,Nogyang-dong,綠楊洞
31040,안양시,Anyang-si,安養市
31041,만안구,Manan-gu,萬安區
3104151,안양1동,Anyang 1(il)-dong,安養1洞
3104152,안양2동,Anyang 2(i)-dong,安養2洞
3104153,안양3동,Anyang 3(sam)-dong,安養3洞
3104154,안양4동,Anyang 4(sa)-dong,安養4洞
3104155,안양5동,Anyang 5(o)-dong,安養5洞
3104156,안양6동,Anyang 6(yuk)-dong,安養6洞
3104157,안양7동,Anyang 7(chil)-dong,安養7洞
3104158,안양8동,Anyang 8(pal)-dong,安養8洞
3104159,안양9동,Anyang 9(gu)-dong,安養9洞
3104160,석수1동,Seoksu 1(il)-dong,石水1洞
3104161,석수2동,Seoksu 2(i)-dong,石水2洞
3104162,석수3동,Seoksu 3(sam)-dong,石水3洞
3104163,박달1동,Bakdal 1(il)-dong,博達1洞
3104164,박달2동,Bakdal 2(i)-dong,博達2洞
31042,동안구,Dongan-gu,東安區
3104251,비산1동,Bisan 1(il)-dong,飛山1洞
3104252,비산2동,Bisan 2(i)-dong,飛山2洞
3104253,비산3동,Bisan 3(sam)-dong,飛山3洞
3104254,부흥동,Buheung-dong,復興洞
3104255,달안동,Daran-dong,達安洞
3104256,관양1동,Gwanyang 1(il)-dong,冠陽1洞
3104257,관양2동,Gwanyang 2(i)-dong,冠陽2洞
3104258,부림동,Burim-dong,富林洞
3104259,평촌동,Pyeongchon-dong,坪村洞
3104260,평안동,Pyeongan-dong,坪安洞
3104261,귀인동,Gwiin-dong,貴仁洞
3104262,호계1동,Hogye 1(il)-dong,虎溪1洞
3104263,호계2동,Hogye 2(i)-dong,虎溪2洞
3104264,호계3동,Hogye 3(sam)-dong,虎溪3洞
3104265,범계동,Beomgye-dong,범계洞
3104266,신촌동,Sinchon-dong,新村洞
3104267,갈산동,Galsan-dong,葛山洞
31050,부천시,Bucheon-si,富川市
31051,원미구,Wonmi-gu,遠美區
3105151,심곡1동,Simgok 1(il)-dong,深谷1洞
3105152,심곡2동,Simgok 2(i)-dong,深谷2洞
3105153,심곡3동,Simgok 3(sam)-dong,深谷3洞
3105154,원미1동,Wonmi 1(il)-dong,遠美1洞
3105155,원미2동,Wonmi 2(i)-dong,遠美2洞
3105156,소사동,Sosa-dong,素砂洞
3105157,역곡1동,Yeokgok 1(il)-dong,驛谷1洞
3105158,역곡2동,Yeokgok 2(i)-dong,驛谷2洞
3105159,춘의동,Chunui-dong,春衣洞
3105160,도당동,Dodang-dong,陶唐洞
3105161,약대동,Yakdae-dong,若大洞
3105162,중동,Jung-dong,中洞
3105163,중1동,Jung 1(il)-dong,中1洞
3105164,중2동,Jung 2(i)-dong,中2洞
3105165,중3동,Jung 3(sam)-dong,中3洞
3105166,중4동,Jung 4(sa)-dong,中4洞
3105167,상동,Sang-dong,上洞
3105168,상1동,Sang 1(il)-dong,上1洞
3105169,상2동,Sang 2(il)-dong,上2洞
3105170,상3동,Sang 3(sam)-dong,上3洞
31052,소사구,Sosa-gu,素砂區
3105251,심곡본1동,Simgokbon 1(il)-dong,深谷本1洞
3105252,심곡본동,Simgokbon-dong,深谷本洞
3105253,소사본1동,Sosabon 1(il)-dong,素砂本1洞
3105254,소사본2동,Sosabon 2(i)-dong,素砂本2洞
3105255,소사본3동,Sosabon 3(sam)-dong,素砂本3洞
3105256,범박동,Beombak-dong,範朴洞
3105257,괴안동,Goean-dong,槐安洞
3105258,역곡3동,Yeokgok 3(sam)-dong,驛谷3洞
3105259,송내1동,Songnae 1(il)-dong,松內1洞
3105260,송내2동,Songnae 2(i)-dong,松內2洞
31053,오정구,Ojeong-gu,梧亭區
3105351,성곡동,Seonggok-dong,城谷洞
3105352,원종1동,Wonjong 1(il)-dong,遠宗1洞
3105353,원종2동,Wonjong 2(i)-dong,遠宗2洞
3105354,고강본동,Gogangbon-dong,古康本洞
3105355,고강1동,Gogang 1(il)-dong,古康1洞
3105356,오정동,Ojeong-dong,梧亭洞
3105357,신흥동,Sinheung-dong,新興洞
31060,광명시,Gwangmyeong-si,光明市
3106051,광명1동,Gwangmyeong 1(il)-dong,光明1洞
3106052,광명2동,Gwangmyeong 2(i)-dong,光明2洞
3106053,광명3동,Gwangmyeong 3(sam)-dong,光明3洞
3106054,광명4동,Gwangmyeong 4(sa)-dong,光明4洞
3106055,광명5동,Gwangmyeong 5(o)-dong,光明5洞
3106056,광명6동,Gwangmyeong 6(yuk)-dong,光明6洞
3106057,광명7동,Gwangmyeong 7(chil)-dong,光明7洞
3106058,철산1동,Cheolsan 1(il)-dong,鐵山1洞
3106059,철산2동,Cheolsan 2(i)-dong,鐵山2洞
3106060,철산3동,Cheolsan 3(sam)-dong,鐵山3洞
3106061,철산4동,Cheolsan 4(sa)-dong,鐵山4洞
3106062,하안1동,Haan 1(il)-dong,下安1洞
3106063,하안2동,Haan 2(i)-dong,下安2洞
3106064,하안3동,Haan 3(sam)-dong,下安3洞
3106065,하안4동,Haan 4(sa)-dong,下安4洞
3106066,소하1동,Soha 1(il)-dong,所下1洞
3106067,소하2동,Soha 2(i)-dong,所下2洞
3106068,학온동,Hagon-dong,鶴溫洞
31070,평택시,Pyeongtaek-si,平澤市
3107011,팽성읍,Paengseong-eup,彭城邑
3107012,안중읍,Anjung-eup,安仲邑
3107013,포승읍,Poseung-eup,浦升邑
3107031,진위면,Jinwi-myeon,振威面
3107032,서탄면,Seotan-myeon,西炭面
3107033,고덕면,Godeok-myeon,古德面
3107034,오성면,Oseong-myeon,梧城面
3107035,청북면,Cheongbuk-myeon,靑北面
3107037,현덕면,Hyeondeok-myeon,玄德面
3107051,중앙동,Jungang-dong,中央洞
3107052,서정동,Seojeong-dong,西井洞
3107053,송탄동,Songtan-dong,松炭洞
3107055,지산동,Jisan-dong,芝山洞
3107056,송북동,Songbuk-dong,松北洞
3107057,신장1동,Sinjang 1(il)-dong,新場1洞
3107058,신장2동,Sinjang 2(i)-dong,新場2洞
3107059,신평동,Sinpyeong-dong,新平洞
3107060,원평동,Wonpyeong-dong,原平洞
3107061,통복동,Tongbok-dong,通伏洞
3107062,비전1동,Bijeon 1(il)-dong,碑前1洞
3107063,비전2동,Bijeon 2(i)-dong,碑前2洞
3107064,세교동,Segyo-dong,細橋洞
31080,동두천시,Dongducheon-si,東豆川市
3108051,생연1동,Saengyeon 1(il)-dong,生淵1洞
3108052,생연2동,Saengyeon 2(i)-dong,生淵2洞
3108053,중앙동,Jungang-dong,中央洞
3108055,보산동,Bosan-dong,保山洞
3108056,불현동,Bulhyeon-dong,佛峴洞
3108058,소요동,Soyo-dong,逍遙洞
3108060,상패동,Sangpae-dong,上牌洞
3108061,송내동,Songnae-dong,松內洞
31090,안산시,Ansan-si,安山市
31091,상록구,Sangnok-gu,常綠區
3109151,일동,Il-dong,一洞
3109174,이동,I-dong,二洞
3109152,사1동,Sa 1(il)-dong,四1洞
3109153,사2동,Sa 2(i)-dong,四2洞
3109175,사3동,Sa 3(sam)-dong,四3洞
3109154,본오1동,Bono 1(il)-dong,本五1洞
3109155,본오2동,Bono 2(i)-dong,本五2洞
3109156,본오3동,Bono 3(sam)-dong,本五3洞
3109157,부곡동,Bugok-dong,釜谷洞
3109158,월피동,Wolpi-dong,月陂洞
3109162,성포동,Seongpo-dong,聲浦洞
3109171,반월동,Banwol-dong,半月洞
3109173,안산동,Ansan-dong,安山洞
31092,단원구,Danwon-gu,檀園區
3109259,와동,Wa-dong,瓦洞
3109260,고잔1동,Gojan 1(il)-dong,古棧1洞
3109261,고잔2동,Gojan 2(i)-dong,古棧2洞
3109273,호수동,Hosu-dong,湖水洞
3109263,원곡본동,Wongokbon-dong,元谷本洞
3109264,원곡1동,Wongok 1(il)-dong,元谷1洞
3109265,원곡2동,Wongok 2(i)-dong,元谷2洞
3109266,초지동,Choji-dong,草芝洞
3109268,선부1동,Seonbu 1(il)-dong,仙府1洞
3109269,선부2동,Seonbu 2(i)-dong,仙府2洞
3109270,선부3동,Seonbu 3(sam)-dong,仙府3洞
3109272,대부동,Daebu-dong,大阜洞
31100,고양시,Goyang-si,高陽市
31101,덕양구,Deogyang-gu,德陽區
3110151,주교동,Jugyo-dong,舟橋洞
3110152,원신동,Wonsin-dong,元新洞
3110153,흥도동,Heungdo-dong,興道洞
3110154,성사1동,Seongsa 1(il)-dong,星沙1洞
3110155,성사2동,Seongsa 2(i)-dong,星沙2洞
3110156,효자동,Hyoja-dong,孝子洞
3110157,신도동,Sindo-dong,神道洞
3110158,창릉동,Changneung-dong,昌陵洞
3110159,고양동,Goyang-dong,高陽洞
3110160,관산동,Gwansan-dong,官山洞
3110161,능곡동,Neunggok-dong,陵谷洞
3110162,화정1동,Hwajeong 1(il)-dong,花井1洞
3110163,화정2동,Hwajeong 2(i)-dong,花井2洞
3110164,행주동,Haengju-dong,幸州洞
3110165,행신1동,Haengsin 1(il)-dong,幸信1洞
3110166,행신2동,Haengsin 2(i)-dong,幸信2洞
3110169,행신3동,Haengsin 3(sam)-dong,幸信3洞
3110167,화전동,Hwajeon-dong,花田洞
3110168,대덕동,Daedeok-dong,大德洞
31103,일산동구,Ilsandong-gu,一山東區
3110351,식사동,Siksa-dong,食寺洞
3110352,중산동,Jungsan-dong,中山洞
3110353,정발산동,Jeongbalsan-dong,鼎鉢山洞
3110354,풍산동,Pungsan-dong,楓山洞
3110355,백석1동,Baekseok 1(il)-dong,白石1洞
3110361,백석2동,Baekseok 2(i)-dong,白石2洞
3110356,마두1동,Madu 1(il)-dong,馬頭1洞
3110357,마두2동,Madu 2(i)-dong,馬頭2洞
3110358,장항1동,Janghang 1(il)-dong,獐項1洞
3110359,장항2동,Janghang 2(i)-dong,獐項2洞
3110360,고봉동,Gobong-dong,高烽洞
31104,일산서구,Ilsanseo-gu,一山西區
3110451,일산1동,Ilsan 1(il)-dong,一山1洞
3110452,일산2동,Ilsan 2(i)-dong,一山2洞
3110453,일산3동,Ilsan 3(sam)-dong,一山3洞
3110454,탄현동,Tanhyeon-dong,炭峴洞
3110455,주엽1동,Juyeop 1(il)-dong,注葉1洞
3110456,주엽2동,Juyeop 2(i)-dong,注葉2洞
3110457,대화동,Daehwa-dong,大化洞
